0, 0, -nan
0.128228, 0, -nan
0.256457, 0, -nan
0.384685, 0, -nan
0.512913, 0, -nan
0.641141, 0, -nan
0.76937, 0, -nan
0.897598, 0, -nan
1.02583, 0, -nan
1.15405, 0, -nan
1.28228, 0, -nan
1.41051, 0, -nan
1.53874, 0, -nan
1.66697, 0, -nan
1.7952, 0, -nan
1.92342, 0, -nan
2.05165, 0, -nan
2.17988, 0, -nan
2.30811, 0, -nan
2.43634, 0, -nan
2.56457, 0, -nan
2.69279, 0, -nan
2.82102, 0, -nan
2.94925, 0, -nan
3.07748, 0, -nan
3.20571, 0, -nan
3.33394, 0, -nan
3.46216, 0, -nan
3.59039, 0, -nan
3.71862, 0, -nan
3.84685, 0, -nan
3.97508, 0, -nan
4.1033, 0, -nan
4.23153, 0, -nan
4.35976, 0, -nan
4.48799, 0, -nan
4.61622, 0, -nan
4.74445, 0, -nan
4.87267, 0, -nan
5.0009, 0, -nan
5.12913, 0, -nan
5.25736, 0, -nan
5.38559, 0, -nan
5.51382, 0, -nan
5.64204, 0, -nan
5.77027, 0, -nan
5.8985, 0, -nan
6.02673, 0, -nan
6.15496, 0, -nan
6.28319, 0, -nan
0, 0.128228, -nan
0.128228, 0.128228, -nan
0.256457, 0.128228, -nan
0.384685, 0.128228, -nan
0.512913, 0.128228, -nan
0.641141, 0.128228, -nan
0.76937, 0.128228, -nan
0.897598, 0.128228, -nan
1.02583, 0.128228, -nan
1.15405, 0.128228, -nan
1.28228, 0.128228, -nan
1.41051, 0.128228, -nan
1.53874, 0.128228, -nan
1.66697, 0.128228, -nan
1.7952, 0.128228, -nan
1.92342, 0.128228, -nan
2.05165, 0.128228, -nan
2.17988, 0.128228, -nan
2.30811, 0.128228, -nan
2.43634, 0.128228, -nan
2.56457, 0.128228, -nan
2.69279, 0.128228, -nan
2.82102, 0.128228, -nan
2.94925, 0.128228, -nan
3.07748, 0.128228, -nan
3.20571, 0.128228, -nan
3.33394, 0.128228, -nan
3.46216, 0.128228, -nan
3.59039, 0.128228, -nan
3.71862, 0.128228, -nan
3.84685, 0.128228, -nan
3.97508, 0.128228, -nan
4.1033, 0.128228, -nan
4.23153, 0.128228, -nan
4.35976, 0.128228, -nan
4.48799, 0.128228, -nan
4.61622, 0.128228, -nan
4.74445, 0.128228, -nan
4.87267, 0.128228, -nan
5.0009, 0.128228, -nan
5.12913, 0.128228, -nan
5.25736, 0.128228, -nan
5.38559, 0.128228, -nan
5.51382, 0.128228, -nan
5.64204, 0.128228, -nan
5.77027, 0.128228, -nan
5.8985, 0.128228, -nan
6.02673, 0.128228, -nan
6.15496, 0.128228, -nan
6.28319, 0.128228, -nan
0, 0.256457, -nan
0.128228, 0.256457, -nan
0.256457, 0.256457, -nan
0.384685, 0.256457, -nan
0.512913, 0.256457, -nan
0.641141, 0.256457, -nan
0.76937, 0.256457, -nan
0.897598, 0.256457, -nan
1.02583, 0.256457, -nan
1.15405, 0.256457, -nan
1.28228, 0.256457, -nan
1.41051, 0.256457, -nan
1.53874, 0.256457, -nan
1.66697, 0.256457, -nan
1.7952, 0.256457, -nan
1.92342, 0.256457, -nan
2.05165, 0.256457, -nan
2.17988, 0.256457, -nan
2.30811, 0.256457, -nan
2.43634, 0.256457, -nan
2.56457, 0.256457, -nan
2.69279, 0.256457, -nan
2.82102, 0.256457, -nan
2.94925, 0.256457, -nan
3.07748, 0.256457, -nan
3.20571, 0.256457, -nan
3.33394, 0.256457, -nan
3.46216, 0.256457, -nan
3.59039, 0.256457, -nan
3.71862, 0.256457, -nan
3.84685, 0.256457, -nan
3.97508, 0.256457, -nan
4.1033, 0.256457, -nan
4.23153, 0.256457, -nan
4.35976, 0.256457, -nan
4.48799, 0.256457, -nan
4.61622, 0.256457, -nan
4.74445, 0.256457, -nan
4.87267, 0.256457, -nan
5.0009, 0.256457, -nan
5.12913, 0.256457, -nan
5.25736, 0.256457, -nan
5.38559, 0.256457, -nan
5.51382, 0.256457, -nan
5.64204, 0.256457, -nan
5.77027, 0.256457, -nan
5.8985, 0.256457, -nan
6.02673, 0.256457, -nan
6.15496, 0.256457, -nan
6.28319, 0.256457, -nan
0, 0.384685, -nan
0.128228, 0.384685, -nan
0.256457, 0.384685, -nan
0.384685, 0.384685, -nan
0.512913, 0.384685, -nan
0.641141, 0.384685, -nan
0.76937, 0.384685, -nan
0.897598, 0.384685, -nan
1.02583, 0.384685, -nan
1.15405, 0.384685, -nan
1.28228, 0.384685, -nan
1.41051, 0.384685, -nan
1.53874, 0.384685, -nan
1.66697, 0.384685, -nan
1.7952, 0.384685, -nan
1.92342, 0.384685, -nan
2.05165, 0.384685, -nan
2.17988, 0.384685, -nan
2.30811, 0.384685, -nan
2.43634, 0.384685, -nan
2.56457, 0.384685, -nan
2.69279, 0.384685, -nan
2.82102, 0.384685, -nan
2.94925, 0.384685, -nan
3.07748, 0.384685, -nan
3.20571, 0.384685, -nan
3.33394, 0.384685, -nan
3.46216, 0.384685, -nan
3.59039, 0.384685, -nan
3.71862, 0.384685, -nan
3.84685, 0.384685, -nan
3.97508, 0.384685, -nan
4.1033, 0.384685, -nan
4.23153, 0.384685, -nan
4.35976, 0.384685, -nan
4.48799, 0.384685, -nan
4.61622, 0.384685, -nan
4.74445, 0.384685, -nan
4.87267, 0.384685, -nan
5.0009, 0.384685, -nan
5.12913, 0.384685, -nan
5.25736, 0.384685, -nan
5.38559, 0.384685, -nan
5.51382, 0.384685, -nan
5.64204, 0.384685, -nan
5.77027, 0.384685, -nan
5.8985, 0.384685, -nan
6.02673, 0.384685, -nan
6.15496, 0.384685, -nan
6.28319, 0.384685, -nan
0, 0.512913, -nan
0.128228, 0.512913, -nan
0.256457, 0.512913, -nan
0.384685, 0.512913, -nan
0.512913, 0.512913, -nan
0.641141, 0.512913, -nan
0.76937, 0.512913, -nan
0.897598, 0.512913, -nan
1.02583, 0.512913, -nan
1.15405, 0.512913, -nan
1.28228, 0.512913, -nan
1.41051, 0.512913, -nan
1.53874, 0.512913, -nan
1.66697, 0.512913, -nan
1.7952, 0.512913, -nan
1.92342, 0.512913, -nan
2.05165, 0.512913, -nan
2.17988, 0.512913, -nan
2.30811, 0.512913, -nan
2.43634, 0.512913, -nan
2.56457, 0.512913, -nan
2.69279, 0.512913, -nan
2.82102, 0.512913, -nan
2.94925, 0.512913, -nan
3.07748, 0.512913, -nan
3.20571, 0.512913, -nan
3.33394, 0.512913, -nan
3.46216, 0.512913, -nan
3.59039, 0.512913, -nan
3.71862, 0.512913, -nan
3.84685, 0.512913, -nan
3.97508, 0.512913, -nan
4.1033, 0.512913, -nan
4.23153, 0.512913, -nan
4.35976, 0.512913, -nan
4.48799, 0.512913, -nan
4.61622, 0.512913, -nan
4.74445, 0.512913, -nan
4.87267, 0.512913, -nan
5.0009, 0.512913, -nan
5.12913, 0.512913, -nan
5.25736, 0.512913, -nan
5.38559, 0.512913, -nan
5.51382, 0.512913, -nan
5.64204, 0.512913, -nan
5.77027, 0.512913, -nan
5.8985, 0.512913, -nan
6.02673, 0.512913, -nan
6.15496, 0.512913, -nan
6.28319, 0.512913, -nan
0, 0.641141, -nan
0.128228, 0.641141, -nan
0.256457, 0.641141, -nan
0.384685, 0.641141, -nan
0.512913, 0.641141, -nan
0.641141, 0.641141, -nan
0.76937, 0.641141, -nan
0.897598, 0.641141, -nan
1.02583, 0.641141, -nan
1.15405, 0.641141, -nan
1.28228, 0.641141, -nan
1.41051, 0.641141, -nan
1.53874, 0.641141, -nan
1.66697, 0.641141, -nan
1.7952, 0.641141, -nan
1.92342, 0.641141, -nan
2.05165, 0.641141, -nan
2.17988, 0.641141, -nan
2.30811, 0.641141, -nan
2.43634, 0.641141, -nan
2.56457, 0.641141, -nan
2.69279, 0.641141, -nan
2.82102, 0.641141, -nan
2.94925, 0.641141, -nan
3.07748, 0.641141, -nan
3.20571, 0.641141, -nan
3.33394, 0.641141, -nan
3.46216, 0.641141, -nan
3.59039, 0.641141, -nan
3.71862, 0.641141, -nan
3.84685, 0.641141, -nan
3.97508, 0.641141, -nan
4.1033, 0.641141, -nan
4.23153, 0.641141, -nan
4.35976, 0.641141, -nan
4.48799, 0.641141, -nan
4.61622, 0.641141, -nan
4.74445, 0.641141, -nan
4.87267, 0.641141, -nan
5.0009, 0.641141, -nan
5.12913, 0.641141, -nan
5.25736, 0.641141, -nan
5.38559, 0.641141, -nan
5.51382, 0.641141, -nan
5.64204, 0.641141, -nan
5.77027, 0.641141, -nan
5.8985, 0.641141, -nan
6.02673, 0.641141, -nan
6.15496, 0.641141, -nan
6.28319, 0.641141, -nan
0, 0.76937, -nan
0.128228, 0.76937, -nan
0.256457, 0.76937, -nan
0.384685, 0.76937, -nan
0.512913, 0.76937, -nan
0.641141, 0.76937, -nan
0.76937, 0.76937, -nan
0.897598, 0.76937, -nan
1.02583, 0.76937, -nan
1.15405, 0.76937, -nan
1.28228, 0.76937, -nan
1.41051, 0.76937, -nan
1.53874, 0.76937, -nan
1.66697, 0.76937, -nan
1.7952, 0.76937, -nan
1.92342, 0.76937, -nan
2.05165, 0.76937, -nan
2.17988, 0.76937, -nan
2.30811, 0.76937, -nan
2.43634, 0.76937, -nan
2.56457, 0.76937, -nan
2.69279, 0.76937, -nan
2.82102, 0.76937, -nan
2.94925, 0.76937, -nan
3.07748, 0.76937, -nan
3.20571, 0.76937, -nan
3.33394, 0.76937, -nan
3.46216, 0.76937, -nan
3.59039, 0.76937, -nan
3.71862, 0.76937, -nan
3.84685, 0.76937, -nan
3.97508, 0.76937, -nan
4.1033, 0.76937, -nan
4.23153, 0.76937, -nan
4.35976, 0.76937, -nan
4.48799, 0.76937, -nan
4.61622, 0.76937, -nan
4.74445, 0.76937, -nan
4.87267, 0.76937, -nan
5.0009, 0.76937, -nan
5.12913, 0.76937, -nan
5.25736, 0.76937, -nan
