0, 0, 2.78055
0.128228, 0, 2.78055
0.256457, 0, 2.78055
0.384685, 0, 2.78055
0.512913, 0, 2.78055
0.641141, 0, 2.78055
0.76937, 0, 2.78055
0.897598, 0, 2.78055
1.02583, 0, 2.78055
1.15405, 0, 2.78055
1.28228, 0, 2.78055
1.41051, 0, 2.78055
1.53874, 0, 2.78055
1.66697, 0, 2.78055
1.7952, 0, 2.78055
1.92342, 0, 2.78055
2.05165, 0, 2.78055
2.17988, 0, 2.78055
2.30811, 0, 2.78055
2.43634, 0, 2.78055
2.56457, 0, 2.78055
2.69279, 0, 2.78055
2.82102, 0, 2.78055
2.94925, 0, 2.78055
3.07748, 0, 2.78055
3.20571, 0, 2.78055
3.33394, 0, 2.78055
3.46216, 0, 2.78055
3.59039, 0, 2.78055
3.71862, 0, 2.78055
3.84685, 0, 2.78055
3.97508, 0, 2.78055
4.1033, 0, 2.78055
4.23153, 0, 2.78055
4.35976, 0, 2.78055
4.48799, 0, 2.78055
4.61622, 0, 2.78055
4.74445, 0, 2.78055
4.87267, 0, 2.78055
5.0009, 0, 2.78055
5.12913, 0, 2.78055
5.25736, 0, 2.78055
5.38559, 0, 2.78055
5.51382, 0, 2.78055
5.64204, 0, 2.78055
5.77027, 0, 2.78055
5.8985, 0, 2.78055
6.02673, 0, 2.78055
6.15496, 0, 2.78055
6.28319, 0, 2.78055
0, 0.128228, 2.78053
0.128228, 0.128228, 2.78053
0.256457, 0.128228, 2.78053
0.384685, 0.128228, 2.78053
0.512913, 0.128228, 2.78053
0.641141, 0.128228, 2.78053
0.76937, 0.128228, 2.78053
0.897598, 0.128228, 2.78053
1.02583, 0.128228, 2.78053
1.15405, 0.128228, 2.78053
1.28228, 0.128228, 2.78053
1.41051, 0.128228, 2.78053
1.53874, 0.128228, 2.78053
1.66697, 0.128228, 2.78053
1.7952, 0.128228, 2.78053
1.92342, 0.128228, 2.78053
2.05165, 0.128228, 2.78053
2.17988, 0.128228, 2.78053
2.30811, 0.128228, 2.78053
2.43634, 0.128228, 2.78053
2.56457, 0.128228, 2.78053
2.69279, 0.128228, 2.78053
2.82102, 0.128228, 2.78053
2.94925, 0.128228, 2.78053
3.07748, 0.128228, 2.78053
3.20571, 0.128228, 2.78053
3.33394, 0.128228, 2.78053
3.46216, 0.128228, 2.78053
3.59039, 0.128228, 2.78053
3.71862, 0.128228, 2.78053
3.84685, 0.128228, 2.78053
3.97508, 0.128228, 2.78053
4.1033, 0.128228, 2.78053
4.23153, 0.128228, 2.78053
4.35976, 0.128228, 2.78053
