0, 0, -7.47667e-06
0.0204082, 0, 0.0198748
0.0408163, 0, 0.0390861
0.0612245, 0, 0.0574694
0.0816327, 0, 0.0749889
0.102041, 0, 0.0916516
0.122449, 0, 0.107472
0.142857, 0, 0.122458
0.163265, 0, 0.136615
0.183673, 0, 0.149942
0.204082, 0, 0.162437
0.22449, 0, 0.174098
0.244898, 0, 0.184925
0.265306, 0, 0.194919
0.285714, 0, 0.20408
0.306122, 0, 0.212409
0.326531, 0, 0.219906
0.346939, 0, 0.22657
0.367347, 0, 0.232401
0.387755, 0, 0.237398
0.408163, 0, 0.241562
0.428571, 0, 0.244892
0.44898, 0, 0.247388
0.469388, 0, 0.249053
0.489796, 0, 0.249885
0.510204, 0, 0.249886
0.530612, 0, 0.249056
0.55102, 0, 0.247394
0.571429, 0, 0.2449
0.591837, 0, 0.241573
0.612245, 0, 0.237412
0.632653, 0, 0.232417
0.653061, 0, 0.226589
0.673469, 0, 0.219927
0.693878, 0, 0.212433
0.714286, 0, 0.204105
0.734694, 0, 0.194943
0.755102, 0, 0.184945
0.77551, 0, 0.174109
0.795918, 0, 0.162433
0.816327, 0, 0.14992
0.836735, 0, 0.136571
0.857143, 0, 0.122395
0.877551, 0, 0.107397
0.897959, 0, 0.091581
0.918367, 0, 0.0749404
0.938776, 0, 0.0574566
0.959184, 0, 0.0391073
0.979592, 0, 0.0199043
1, 0, -7.47685e-06
0, 0.204082, 2.82874e-06
0.0204082, 0.204082, 0.0155543
0.0408163, 0.204082, 0.0310313
0.0612245, 0.204082, 0.0462926
0.0816327, 0.204082, 0.061231
0.102041, 0.204082, 0.0757681
0.122449, 0.204082, 0.0898479
0.142857, 0.204082, 0.103432
0.163265, 0.204082, 0.116492
0.183673, 0.204082, 0.129011
0.204082, 0.204082, 0.140972
0.22449, 0.204082, 0.152363
0.244898, 0.204082, 0.163169
0.265306, 0.204082, 0.17338
0.285714, 0.204082, 0.182981
0.306122, 0.204082, 0.191959
0.326531, 0.204082, 0.200301
0.346939, 0.204082, 0.207994
0.367347, 0.204082, 0.215025
0.387755, 0.204082, 0.221378
0.408163, 0.204082, 0.227039
0.428571, 0.204082, 0.231994
0.44898, 0.204082, 0.236226
0.469388, 0.204082, 0.239718
0.489796, 0.204082, 0.242452
0.510204, 0.204082, 0.244409
0.530612, 0.204082, 0.245571
0.55102, 0.204082, 0.245918
0.571429, 0.204082, 0.245429
0.591837, 0.204082, 0.244084
0.612245, 0.204082, 0.24186
0.632653, 0.204082, 0.238734
0.653061, 0.204082, 0.234681
0.673469, 0.204082, 0.229675
0.693878, 0.204082, 0.223689
0.714286, 0.204082, 0.216695
0.734694, 0.204082, 0.208662
0.755102, 0.204082, 0.199562
0.77551, 0.204082, 0.189362
0.795918, 0.204082, 0.178031
0.816327, 0.204082, 0.165535
0.836735, 0.204082, 0.15184
0.857143, 0.204082, 0.136911
0.877551, 0.204082, 0.12072
0.897959, 0.204082, 0.103256
0.918367, 0.204082, 0.0845373
0.938776, 0.204082, 0.0646396
0.959184, 0.204082, 0.0437199
0.979592, 0.204082, 0.0220455
1, 0.204082, 2.8285e-06
0, 0.408163, -1.31336e-06
0.0204082, 0.408163, 0.013149
0.0408163, 0.408163, 0.0262447
0.0612245, 0.408163, 0.0392436
0.0816327, 0.408163, 0.0520929
0.102041, 0.408163, 0.0647429
0.122449, 0.408163, 0.0771508
0.142857, 0.408163, 0.0892803
0.163265, 0.408163, 0.101101
0.183673, 0.408163, 0.112585
0.204082, 0.408163, 0.12371
0.22449, 0.408163, 0.134454
0.244898, 0.408163, 0.144799
0.265306, 0.408163, 0.154727
0.285714, 0.408163, 0.164222
